Distance(KM),Pickup Location,Drop Location,Date,Time,pickmeBikePrice,pickmeBikeDis,pickmeBikeSurge,uberMotoPrice,uberMotoDis,uberMotoSurge,pickmeTukPrice,pickmeTukDis,pickmeTukSurge,uberTukPrice,uberTukDis,uberTukSurge,pickmeFlexPrice,pickmeFlexDis,pickmeFlexSurge,uberZipPrice,uberZipDis,uberZipSurge,pickmeCarPrice,pickmeCarDis,pickmeCarSurge,uberPremierPrice,uberPremierDis,uberPremierSurge,pickmeFlashPrice,pickmeFlashDis,PickmeFlshSurge,uberParcel_BikePrice,uberParcel_BikeDis,uberParcel_BikeSurge,pickmeFlashLPrice,pickmeFlashLDis,PickmeFlshLSurge,uberParcel_TukPrice,uberParcel_TukDis,uberParcel_TukSurge,pickmeMiniPrice,pickmeMiniDis,pickmeMiniSurge,uberZip_PlusPrice,uberZip_PlusDis,uberZip_PlusSurge
1,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sudu Putha Hardware Piliyandala,2026-04-25,04:01:21,158.7,0,N/Surge,165.55,No Discount,no surge,279.85,0,N/Surge,320.00,No Discount,no surge,460.39,0,N/Surge,418.80,No Discount,no surge,685.49,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,571.73,0,N/Surge,,No Discount,no surge
2,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Deniya Car Rental 335/3 Moratuwa Road Deniya Rd Piliyandala 10300,2026-04-25,04:02:34,160.15,0,N/Surge,165.25,No Discount,no surge,280.78,0,N/Surge,320.00,No Discount,no surge,496.18,0,N/Surge,462.33,No Discount,no surge,697.4,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,578.91,0,N/Surge,,No Discount,no surge
3,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Ranuth Furniture Moratuwa 10400,2026-04-25,04:03:47,207.66,0,N/Surge,218.07,No Discount,no surge,297.85,0,N/Surge,320.50,No Discount,no surge,567.48,0,N/Surge,542.30,No Discount,no surge,768.81,0,N/Surge,639.91,No Discount,no surge,,0,N/Surge,139.72,199.60,no surge,,0,N/Surge,345.40,No Discount,no surge,658.93,0,N/Surge,,No Discount,no surge
4,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Enex Fabric Shop 4 Sri Premaratna Mawatha Moratuwa 10400,2026-04-25,04:04:58,257.16,0,N/Surge,262.34,No Discount,no surge,387.64,0,N/Surge,409.69,No Discount,no surge,637.74,0,N/Surge,612.38,No Discount,no surge,839.9,0,N/Surge,768.18,No Discount,no surge,,0,N/Surge,171.53,245.05,no surge,,0,N/Surge,424.99,No Discount,no surge,737.93,0,N/Surge,,No Discount,no surge
5,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Singhe Furniture Work Shop 8 2 Upper Indibedda Rd Moratuwa 10400,2026-04-25,04:06:09,309.35,0,N/Surge,311.73,No Discount,no surge,463.35,0,N/Surge,500.48,No Discount,no surge,710.87,0,N/Surge,683.67,No Discount,no surge,964.09,0,N/Surge,891.47,No Discount,no surge,,0,N/Surge,208.88,298.40,no surge,,0,N/Surge,526.40,No Discount,no surge,825.43,0,N/Surge,,No Discount,no surge
6,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Cure Care Pharmacy 159/C 2 Polgasowita 10320,2026-04-25,04:07:22,370.36,0,N/Surge,351.24,No Discount,no surge,538.83,0,N/Surge,524.39,No Discount,no surge,782.67,0,N/Surge,724.69,No Discount,no surge,1084.45,0,N/Surge,964.23,No Discount,no surge,,0,N/Surge,237.43,337.43,no surge,,0,N/Surge,580.65,No Discount,no surge,923.88,0,N/Surge,,No Discount,no surge
7,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Jithuli Traders Colombo - Horana Rd Polgasowita,2026-04-25,04:08:36,432.06,0,N/Surge,405.43,No Discount,no surge,617.17,0,N/Surge,604.74,No Discount,no surge,855.84,0,N/Surge,791.79,No Discount,no surge,1211.42,0,N/Surge,"1,084.26",No Discount,no surge,,0,N/Surge,287.32,387.32,no surge,,0,N/Surge,668.00,No Discount,no surge,1024.33,0,N/Surge,,No Discount,no surge
8,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Richi (singer) 251 Colombo - Horana Rd Polgasowita,2026-04-25,04:09:46,492.19,0,N/Surge,458.24,No Discount,no surge,710.39,0,N/Surge,674.51,No Discount,no surge,926.85,0,N/Surge,860.17,No Discount,no surge,1366.01,0,N/Surge,"1,205.97",No Discount,no surge,,0,N/Surge,336.72,436.72,no surge,,0,N/Surge,735.34,No Discount,no surge,1122.91,0,N/Surge,,No Discount,no surge
9,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,ITCS - Institute of Training & Care Services 296/2/4 High Level Rd Pannipitiya 10230,2026-04-25,04:10:59,554.14,0,N/Surge,526.16,No Discount,no surge,792.63,0,N/Surge,773.23,No Discount,no surge,1001.3,0,N/Surge,927.08,No Discount,no surge,1523.25,0,N/Surge,"1,324.71",No Discount,no surge,,0,N/Surge,404.20,504.20,no surge,,0,N/Surge,842.11,No Discount,no surge,1234.04,0,N/Surge,,No Discount,no surge
10,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Luxe Highway Residencies by Home Lands Skyline 320 High Level Rd Pannipitiya 10230,2026-04-25,04:12:10,615.44,0,N/Surge,605.90,No Discount,no surge,858.83,0,N/Surge,850.75,No Discount,no surge,1078.39,0,N/Surge,993.35,No Discount,no surge,1665.07,0,N/Surge,"1,431.91",No Discount,no surge,,0,N/Surge,475.35,575.35,no surge,,0,N/Surge,927.69,No Discount,no surge,1336.12,0,N/Surge,,No Discount,no surge
11,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Samarasiri Auto Parts and Engineers No: 375/12/B High Level Road Makumbura Pannipitiya 10230,2026-04-25,04:13:22,680.17,0,N/Surge,685.36,No Discount,no surge,930.57,0,N/Surge,937.73,No Discount,no surge,1161.37,0,N/Surge,"1,070.28",No Discount,no surge,1819.66,0,N/Surge,"1,572.33",No Discount,no surge,,0,N/Surge,552.90,652.90,no surge,,0,N/Surge,"1,021.96",No Discount,no surge,1446.38,0,N/Surge,,No Discount,no surge
12,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,New GDK Super Center 138 High Level Rd Homagama,2026-04-25,04:14:38,743.32,0,N/Surge,758.14,No Discount,no surge,1016.74,0,N/Surge,993.82,No Discount,no surge,1240.42,0,N/Surge,"1,133.22",No Discount,no surge,1964.66,0,N/Surge,"1,683.32",No Discount,no surge,,0,N/Surge,621.91,721.91,no surge,,0,N/Surge,"1,082.81",No Discount,no surge,1550.98,0,N/Surge,,No Discount,no surge
13,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Sri Kantha Juwellers And Pawn Shop Avissawella Rd Homagama,2026-04-25,04:15:50,803.13,0,N/Surge,817.76,No Discount,no surge,1097.42,0,N/Surge,"1,078.67",No Discount,no surge,1317.07,0,N/Surge,"1,191.99",No Discount,no surge,2108.1,0,N/Surge,"1,787.48",No Discount,no surge,,0,N/Surge,685.24,785.24,no surge,,0,N/Surge,"1,180.26",No Discount,no surge,1653.03,0,N/Surge,,No Discount,no surge
14,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Thinuli motors bike garage 194 A kendalanda Homagama,2026-04-25,04:17:03,891.1,0,N/Surge,885.99,No Discount,no surge,1186.51,0,N/Surge,"1,136.35",No Discount,no surge,1399.73,0,N/Surge,"1,258.72",No Discount,no surge,2250.83,0,N/Surge,"1,907.14",No Discount,no surge,,0,N/Surge,756.38,856.38,no surge,,0,N/Surge,"1,241.68",No Discount,no surge,1763.82,0,N/Surge,,No Discount,no surge
15,Kesbewa Urban Council RW2C+8WP School Lane Piliyandala,Nethsara Book Shop 574 B Pitipana North Homagama,2026-04-25,04:18:20,975.27,0,N/Surge,964.86,No Discount,no surge,1271.44,0,N/Surge,"1,238.75",No Discount,no surge,1467.88,0,N/Surge,"1,328.87",No Discount,no surge,2390.36,0,N/Surge,"2,031.25",No Discount,no surge,,0,N/Surge,831.09,931.09,no surge,,0,N/Surge,"1,355.78",No Discount,no surge,1871.57,0,N/Surge,,No Discount,no surge
1,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Excellent Flowers 367 High Level Rd Pannipitiya 10280,2026-04-25,04:19:31,158.7,0,N/Surge,162.00,No Discount,no surge,279.86,0,N/Surge,320.00,No Discount,no surge,460.42,0,N/Surge,418.80,No Discount,no surge,685.58,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,571.77,0,N/Surge,,No Discount,no surge
2,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Vihanga Highland Milk Bar Unnamed Road Pannipitiya 10230,2026-04-25,04:20:41,159.19,0,N/Surge,169.80,No Discount,no surge,280.46,0,N/Surge,320.00,No Discount,no surge,494.08,0,N/Surge,462.41,No Discount,no surge,695.82,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,126.00,180.00,no surge,,0,N/Surge,300.00,No Discount,no surge,577.23,0,N/Surge,,No Discount,no surge
3,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,ZENN CLOTHING STORE 346 High Level Rd Pannipitiya 10230,2026-04-25,04:21:53,204.73,0,N/Surge,210.35,No Discount,no surge,295.37,0,N/Surge,320.00,No Discount,no surge,563.05,0,N/Surge,529.82,No Discount,no surge,764.09,0,N/Surge,623.68,No Discount,no surge,,0,N/Surge,134.88,192.69,no surge,,0,N/Surge,326.87,No Discount,no surge,653.89,0,N/Surge,,No Discount,no surge
4,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Western Computer Systems - Showroom 128/E4 Highlevel Road,2026-04-25,04:23:05,255.51,0,N/Surge,258.80,No Discount,no surge,384.73,0,N/Surge,370.03,No Discount,no surge,634.62,0,N/Surge,595.15,No Discount,no surge,834.96,0,N/Surge,731.70,No Discount,no surge,,0,N/Surge,168.77,241.10,no surge,,0,N/Surge,399.17,No Discount,no surge,734.04,0,N/Surge,,No Discount,no surge
5,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Salon HAIRNOW 291/A/1 High Level Rd Pannipitiya 10230,2026-04-25,04:24:14,306.97,0,N/Surge,258.80,No Discount,no surge,460.3,0,N/Surge,370.03,No Discount,no surge,707.37,0,N/Surge,595.15,No Discount,no surge,957.36,0,N/Surge,731.70,No Discount,no surge,,0,N/Surge,168.77,241.10,no surge,,0,N/Surge,399.17,No Discount,no surge,820.64,0,N/Surge,,No Discount,no surge
6,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Thaaraa Advertising and Digital Printing 382 2 High Level Rd Pannipitiya 10230,2026-04-25,04:25:25,365.82,0,N/Surge,363.20,No Discount,no surge,533.21,0,N/Surge,532.16,No Discount,no surge,778.54,0,N/Surge,729.91,No Discount,no surge,1079.23,0,N/Surge,971.55,No Discount,no surge,,0,N/Surge,241.38,341.38,no surge,,0,N/Surge,586.56,No Discount,no surge,918.44,0,N/Surge,,No Discount,no surge
7,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Senkadagala Nilame Adum Homagama,2026-04-25,04:26:38,428.07,0,N/Surge,983.72,No Discount,no surge,610.83,0,N/Surge,"1,256.36","1,754.90",no surge,852.13,0,N/Surge,"1,340.38","1,742.49",no surge,1204.13,0,N/Surge,"2,050.17","2,665.22",no surge,,0,N/Surge,852.43,952.43,no surge,,0,N/Surge,"1,936.03",No Discount,no surge,1019.42,0,N/Surge,,No Discount,no surge
8,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Dilanyalaboratoryservice Homagama,2026-04-25,04:27:54,487.51,0,N/Surge,462.74,No Discount,no surge,703.99,0,N/Surge,688.21,No Discount,no surge,922.87,0,N/Surge,864.35,No Discount,no surge,1358.81,0,N/Surge,"1,210.03",No Discount,no surge,,0,N/Surge,343.73,443.73,no surge,,0,N/Surge,761.91,No Discount,no surge,1116.89,0,N/Surge,,No Discount,no surge
9,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Sasika Dress Line 40 Pragathi Mawatha Homagama,2026-04-25,04:29:05,547.83,0,N/Surge,535.51,No Discount,no surge,785.83,0,N/Surge,755.23,No Discount,no surge,993.44,0,N/Surge,930.83,No Discount,no surge,1508.89,0,N/Surge,"1,331.17",No Discount,no surge,,0,N/Surge,410.60,510.60,no surge,,0,N/Surge,824.87,No Discount,no surge,1223.65,0,N/Surge,,No Discount,no surge
10,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Dessert Mania Diyagama Ln,2026-04-25,04:30:17,612.28,0,N/Surge,687.49,No Discount,no surge,855.42,0,N/Surge,909.44,No Discount,no surge,1074.37,0,N/Surge,"1,068.01",No Discount,no surge,1657.64,0,N/Surge,"1,565.64",No Discount,no surge,,0,N/Surge,558.59,658.59,no surge,,0,N/Surge,998.20,No Discount,no surge,1330.8,0,N/Surge,,No Discount,no surge
11,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Anurudda System & Electrical 75/4 Teakotuwa Junction Diyagama Kiriwatthuduwa Homagama 10280,2026-04-25,04:31:31,671.8,0,N/Surge,678.58,No Discount,no surge,919.71,0,N/Surge,920.70,No Discount,no surge,1149.91,0,N/Surge,"1,060.46",No Discount,no surge,1797.45,0,N/Surge,"1,550.22",No Discount,no surge,,0,N/Surge,552.19,652.19,no surge,,0,N/Surge,"1,012.77",No Discount,no surge,1430.99,0,N/Surge,,No Discount,no surge
12,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Lanka IOC Filling Station Colombo - Batticaloa Hwy Godagama,2026-04-25,04:32:43,740.5,0,N/Surge,757.69,No Discount,no surge,1012.86,0,N/Surge,999.44,No Discount,no surge,1238.97,0,N/Surge,"1,129.40",No Discount,no surge,1964.56,0,N/Surge,"1,674.63",No Discount,no surge,,0,N/Surge,629.74,729.74,no surge,,0,N/Surge,"1,104.37",No Discount,no surge,1549.56,0,N/Surge,,No Discount,no surge
13,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Savikma Automation No 183 Moonamale Watta Road Moonamale,2026-04-25,04:33:55,804.79,0,N/Surge,833.56,No Discount,no surge,1099.08,0,N/Surge,"1,087.65",No Discount,no surge,1318.31,0,N/Surge,"1,201.32",No Discount,no surge,2109.79,0,N/Surge,"1,802.18",No Discount,no surge,,0,N/Surge,701.60,801.60,no surge,,0,N/Surge,"1,192.14",No Discount,no surge,1654.6,0,N/Surge,,No Discount,no surge
14,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Fonterra Brands Lanka Kiriwattuduwa MCC Moonamale,2026-04-25,04:35:07,885.95,0,N/Surge,901.26,No Discount,no surge,1181.29,0,N/Surge,"1,150.92",No Discount,no surge,1395.45,0,N/Surge,"1,271.03",No Discount,no surge,2241.95,0,N/Surge,"1,938.35",No Discount,no surge,,0,N/Surge,769.19,869.19,no surge,,0,N/Surge,"1,257.37",No Discount,no surge,1757.07,0,N/Surge,,No Discount,no surge
15,SINGHAGIRI PLAZA MAHARAGAMA 159 Avissawella Rd Maharagama 10280,Kumari Akka Kama Kade B239,2026-04-25,04:36:21,968.87,0,N/Surge,981.23,No Discount,no surge,1265.29,0,N/Surge,"1,240.45",No Discount,no surge,1461.95,0,N/Surge,"1,335.87",No Discount,no surge,2377.88,0,N/Surge,"2,040.85",No Discount,no surge,,0,N/Surge,844.61,944.61,no surge,,0,N/Surge,"1,365.24",No Discount,no surge,1862.22,0,N/Surge,,No Discount,no surge
